id_str,tweet,paragraph,label,language
1300173590554464256,この市長は完全に卑劣な愚か者です。,シンプソンさんはインタビューが公開された後、「困惑し、当惑した」と後に語った。,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"Simpson dijo más tarde que estaba ""desconcertada y avergonzada"" después de que se publicó la entrevista.",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""He talked about me by name in the most degrading terms,"" she wrote in her memoir. ""I scanned it more than I read it, horrified at whatever paragraph my eyes landed on.""",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「彼は私の名前を挙げて、最も屈辱的な言葉で話しました」と彼女は回想録に書いている。 「読むよりも流し読みするほうが多く、目に留まる段落に恐怖を感じました。」,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Habló de mí por mi nombre en los términos más degradantes"", escribió en sus memorias. ""Lo escaneé más de lo que lo leí, horrorizado ante cualquier párrafo en el que mis ojos se posaron"".",0,es
1300173590554464256,This mayer is a complete vile idiot.,"Mayer also implied that Aniston, who is eight years his senior, was an out-of-touch technophobe during their relationship.",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,メイヤー氏はまた、8歳年上のアニストンが交際中、テクノフォビアで無関心だったことをほのめかした。,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"Mayer también insinuó que Aniston, ocho años mayor que él, era una tecnófoba desconectada durante su relación.",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""If Jennifer Aniston knows how to use BitTorrent, I'll eat my f---ing shoe,"" he said. ""One of the most significant differences between us was that I was tweeting. There was a rumour that I had been dumped because I was tweeting too much. That wasn't it, but that was a big difference.""",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「もしジェニファー・アニストンがBitTorrentの使い方を知っていたら、私は靴を食べてしまうだろう」と彼は言った。 「私たちの最も大きな違いの一つは、私がツイートしていたことです。私がツイートしすぎたために振られたという噂がありました。そうではありませんでしたが、それは大きな違いでした。」,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Si Jennifer Aniston sabe cómo usar BitTorrent, me comeré mi maldito zapato"", dijo. ""Una de las diferencias más significativas entre nosotros era que yo estaba twitteando. Había un rumor de que me habían dejado porque estaba twitteando demasiado. No era eso, pero era una gran diferencia"".",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""The brunt of her success came before TMZ and Twitter,"" he added. ""I think she's still hoping it goes back to 1998. She saw my involvement in technology as courting distraction. And I always said, 'These are the new rules.'""",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「彼女の成功の矢面に立たされたのはTMZとTwitterよりも前だった」と彼は付け加えた。 「彼女は今でも1998年に戻ることを望んでいると思います。彼女は私がテクノロジーに関わることを気を紛らわせようとしていると見ていました。そして私はいつも『これが新しいルールだ』と言いました。」,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""La peor parte de su éxito llegó antes que TMZ y Twitter"", añadió. ""Creo que todavía espera que todo se remonta a 1998. Ella veía mi participación en la tecnología como una distracción de cortejo. Y yo siempre decía: 'Estas son las nuevas reglas'"".",0,es
1300173590554464256,This mayer is a complete vile idiot.,"Mayer also shared some deeply problematic thoughts on ""being Black"" and casually used the N-word.",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,メイヤーはまた、「黒人であること」について非常に問題のある考えを共有し、Nワードを何気なく使用した。,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"Mayer también compartió algunos pensamientos profundamente problemáticos sobre ""ser negro"" y usó casualmente la palabra N.",0,es
1300173590554464256,This mayer is a complete vile idiot.,"Back in 2010, Guitarist magazine's Mick Taylor sat down with John Mayer and talked about his life, gear and how it all adds up on his latest studio album Battle Studies – this is the full interview.",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,2010年に遡り、ギタリスト・マガジンのミック・テイラーはジョン・メイヤーと対談し、彼の人生、機材、そしてそれが彼の最新スタジオ・アルバム『バトル・スタディーズ』にどのように反映されているかについて語った。これがインタビュー全文だ。,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"En 2010, Mick Taylor, de la revista Guitarist, se sentó con John Mayer y habló sobre su vida, su equipo y cómo todo se suma en su último álbum de estudio Battle Studies: esta es la entrevista completa.",0,es
1300173590554464256,This mayer is a complete vile idiot.,"Congratulations on the new record - it must have been a tough call to follow Continuum, with the amount of success that record achieved?",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,新しいレコードおめでとうございます。そのレコードが達成した大きな成功を考えると、コンティニュアムに続くのは難しい決断だったのではないでしょうか?,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"Felicitaciones por el nuevo disco. Debe haber sido una decisión difícil seguir a Continuum, con la cantidad de éxito que logró ese disco.",0,es
1300173590554464256,This mayer is a complete vile idiot.,"John Mayer: ""Well, it's a tough thing in that you have to do something and I'd gotten to a very safe place with Continuum where it was very well liked after a certain point.",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,ジョン・メイヤー: 「そうですね、何かをしなければならないという点では難しいことですが、私はコンティニュアムで非常に安全な場所に到達し、ある時点からは非常に好評を得ました。,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"John Mayer: ""Bueno, es algo difícil porque tienes que hacer algo y llegué a un lugar muy seguro con Continuum donde fue muy apreciado después de cierto punto.",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""People understood it and it was a big part of the success of my career and I remember thinking, God, I wish I didn't have to update this because you then take that off the perch of the last thing you've done.",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「人々はそれを理解してくれたし、それが私のキャリアの成功の大きな部分を占めた。そして、神様、これを更新する必要がなければよかったのにと思ったのを覚えている。なぜなら、あなたが最後にやったことの止まり木からそれを取り上げてしまうからだ。,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""La gente lo entendió y fue una gran parte del éxito de mi carrera y recuerdo haber pensado, Dios, desearía no tener que actualizar esto porque luego lo quitas de la posición de lo último que has hecho.",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""There's a bit of safety in saying, Yeah wow, the last thing I've done is Continuum, except that, too much time was passing before another record had come out.",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「『そうだね、私が最後にやったのは『Continuum』だ』と言うのは少し安心できるが、別のレコードが出るまでに時間がかかりすぎたということを除けば。,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Hay un poco de seguridad al decir: Sí, vaya, lo último que hice fue Continuum, excepto que pasó demasiado tiempo antes de que saliera otro disco.",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""And so there's just a little bit of facing the music - no pun intended - of like, You've gotta try something else - Continuum will not be the latest record; you need to take it off the perch and put something new in place of it.",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「だから、音楽と少しだけ向き合うことになるんだ - 冗談じゃない - 何か他のことを試してみなきゃ - Continuum は最新のレコードにはならない、止まり木から外して何か新しいものを配置する必要がある、みたいな感じだ」それの。,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Y entonces hay que enfrentarse un poco a la música, sin juego de palabras, como: Tienes que probar algo más. Continuum no será el último disco; tienes que sacarlo de la percha y poner algo nuevo en su lugar. de ello.",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""So I think that was the success in it's own right, of learning how to say, Look, there'll be plenty more of these things, we've got to put Continuum into the, er, sleeping chamber and do something else. Y'know, I don't make Continuum for a living.",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「だから、これはそれ自体で成功だったと思う。『ほら、こういうことはもっとたくさんあるだろう、我々はコンティニュアムを、えー、眠っている部屋に入れて、何か別のことをしなければならない』と言う方法を学んだことだ。そうですね、私は生計のために Continuum を作っているわけではありません。,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Así que creo que ese fue el éxito por derecho propio, aprender a decir: Mira, habrá muchas más de estas cosas, tenemos que poner Continuum en el dormitorio y hacer algo más. Ya sabes, no me gano la vida con Continuum.",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""From there I think it got a lot easier when I realised that no matter what I do, it's not going to be Continuum, good or bad. And then that became really liberating…""",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「そこからは、何をやっても、良くも悪くもコンティニュアムにはならないとわかってから、ずっと楽になったと思います。そして、それが本当に解放的になりました…」,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""A partir de ahí creo que se volvió mucho más fácil cuando me di cuenta de que no importa lo que haga, no será Continuum, ni bueno ni malo. Y luego eso se volvió realmente liberador...""",0,es
1300173590554464256,This mayer is a complete vile idiot.,"When you started Battle Studies, how were you feeling about John Mayer, solo artist, as opposed to the John Mayer Trio, and also the Live In Los Angeles release - a different perspective, perhaps?",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,『バトル スタディーズ』を始めたとき、ジョン メイヤー トリオとは対照的に、ソロ アーティストのジョン メイヤーについて、また『ライブ イン ロサンゼルス』のリリースについてはどう感じていましたか? おそらく別の視点でしょうか?,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"Cuando empezaste con Battle Studies, ¿cómo te sentías con respecto a John Mayer, solista, a diferencia del John Mayer Trio, y también del lanzamiento de Live In Los Angeles? ¿Una perspectiva diferente, tal vez?",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""The Trio stuff has always been a blip in time because we don't get much time to play together, but I just had this feeling and I still defend it. I wasn't feeling like a grizzly bear guitar player; I wanted to take a break from muscle man guitar playing and just strum and enjoy my life and write these songs that were sort of strummy.",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「一緒に演奏する時間があまりないので、トリオのことはいつもあっという間だった。でも、私にはその気持ちがあったし、今でもそれを擁護している。グリズリー・ベアのギタリストになった気分ではなかった。マッスルマンのギターを弾くのをやめて、ただかき鳴らして自分の人生を楽しんで、これらの一種のかき鳴らしのような曲を書いてください。,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""El material del Trío siempre ha sido un momento pasajero porque no tenemos mucho tiempo para tocar juntos, pero tenía este sentimiento y todavía lo defiendo. No me sentía como un guitarrista de oso grizzly; quería tomar un descanso de tocar la guitarra de hombre musculoso y simplemente rasguear y disfrutar de mi vida y escribir estas canciones que eran algo así como rasgueadas.",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""There's something that happens when you put a record together that you can't foresee and that you have no control over and it's just the way those songs congeal.",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「レコードを作るときには、自分では予測できず、自分ではコントロールできないことが起こりますが、それが曲を凝固させる過程なのです。,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Hay algo que sucede cuando montas un disco que no puedes prever y sobre lo que no tienes control y es simplemente la forma en que esas canciones se congelan.",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""And so Battle Studies is just a different album - the attempt is the same whether it's trying to do blues, R&B, a soul thing like Continuum, or a seventies rock thing, the attempt is the same to put the best group of songs together, and the hope is that when you put them together it sort of takes on its own life.",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「だから、『バトル スタディーズ』はまったく別のアルバムだ。ブルース、R&B、コンティニュアムのようなソウル的なもの、70年代のロック的なものをやろうとしているかどうかにかかわらず、最高の曲をまとめようとする試みは同じだ」 、そして希望は、それらを組み合わせると、一種の独自の生命を帯びるようになることです。,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Y entonces Battle Studies es simplemente un álbum diferente: el intento es el mismo ya sea que se trate de hacer blues, R&B, algo de soul como Continuum o algo de rock de los setenta, el intento es el mismo de juntar el mejor grupo de canciones. , y la esperanza es que cuando los juntes, cobren vida propia.",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""And this is actually starting to in a cool way; it's really starting to make sense to me now as time goes on. We're done with looking at how's it doing in week one and week two; people are getting a real chance to sit with it and live their life with it.",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「そして、これは実際に素晴らしい方法で始まっています。時間が経つにつれて、それが私にとって本当に意味を持ち始めています。私たちは第1週と第2週でどうなるかを調べるのは終わりました。人々は本当のチャンスを得ています。それとともに座り、それとともに人生を生きます。,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Y esto en realidad está empezando de una manera genial; realmente está empezando a tener sentido para mí ahora que pasa el tiempo. Hemos terminado de ver cómo va en la semana uno y en la semana dos; la gente está teniendo una oportunidad real de sentarse con él y vivir su vida con él.",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""So now we're launching into tunes and it's exciting and the band's learning how - I'm learning how - to play them. Because as a guitarist, also as a singer, just because you composed it, doesn't mean you can play it really well. And even just because you recorded it, doesn't mean you can play it really well.",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「だから今、僕らは曲を作り始めているんだけど、それはとてもエキサイティングだし、バンドはその曲を演奏する方法を学んでいるんだ。私もその演奏方法を学んでいるんだ。だって、ギタリストとしても歌手としても、作曲したからといって、それができるというわけではないからね」そして、それを録音したからといって、本当に上手に演奏できるわけではありません。,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Así que ahora nos estamos lanzando a las melodías y es emocionante y la banda está aprendiendo cómo, yo estoy aprendiendo cómo, tocarlas. Porque como guitarrista, también como cantante, sólo porque tú lo hayas compuesto, no significa que puedas hacerlo. tócalo muy bien. Y aunque lo hayas grabado, no significa que puedas tocarlo muy bien.",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""So for the first three/four months, it's really like getting under your fingers.""",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「ですから、最初の 3 ～ 4 か月は本当に苦労するようなものです。」,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Así que durante los primeros tres o cuatro meses, es realmente como estar bajo tus dedos"".",0,es
1300173590554464256,This mayer is a complete vile idiot.,"Presumably you were exploring a lot in the studio; writing in the studio, rather than beforehand?",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,おそらくあなたはスタジオでたくさんのことを模索していたと思います。事前ではなくスタジオで書くのですか？,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,Presumiblemente estabas explorando mucho en el estudio; ¿Escribir en el estudio y no antes?,0,es
1300173590554464256,This mayer is a complete vile idiot.,"""Yep. It's a tricky proposition; it's sort of a gamble. If you go into the studio - I mean studio time is very expensive - and if you go into the studio and explore and don't find what you're looking for, then you get - or at least I get - disheartened very fast and it can send me into a flat spin , creatively.",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「そうです。これは難しい提案です。一種のギャンブルです。スタジオに入ったら、つまりスタジオ時間は非常に高価ですが、スタジオに入って探索しても探しているものが見つからなかったら、そうなると、あなたは、あるいは少なくとも私は、すぐに落胆してしまい、クリエイティブな面で私を混乱させてしまいます。,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Sí. Es una propuesta complicada; es una especie de apuesta. Si vas al estudio - quiero decir, el tiempo de estudio es muy caro - y si vas al estudio y exploras y no encuentras lo que estás buscando, entonces te desanimas, o al menos a mí, muy rápido y eso puede hacer que me desvíe creativamente.",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""I have to really be sure that if I'm going in to sort of pull stuff out of the sky, then something's gotta be there. Cos if it's not, I don't want to take that phone call that says, You might want to go and get a house somewhere and write some songs…",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「空から何かを引っ張り出すつもりなら、そこに何かがあるに違いないと本当に確信しなければならない。だって、もしそうでないなら、『あなたかもしれない』という電話には出たくないから」どこかに家を買って曲を書きたい…,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Tengo que estar realmente seguro de que si voy a sacar cosas del cielo, entonces tiene que haber algo allí. Porque si no es así, no quiero atender esa llamada telefónica que dice: ""Podrías hacerlo"". Quiero ir a buscar una casa en algún lugar y escribir algunas canciones...",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""I take it very seriously when I walk into the studio and I say, I don't have anything yet, but follow me here. It makes me want to produce something great, because the alternative to that is admitting that you got everyone together and nothing came of it.""",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「スタジオに入るときはとても真剣に考えていて、まだ何も持っていないけど、ここに来てくださいと言うんです。それを聞くと、何か素晴らしいものを作りたいと思うようになります。なぜなら、その代わりに、みんなを集めてくれたことを認めることだからです」そしてそれからは何も生まれませんでした。」,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Me lo tomo muy en serio cuando entro al estudio y digo, no tengo nada todavía, pero síganme aquí. Me dan ganas de producir algo grandioso, porque la alternativa a eso es admitir que reuniste a todos"". y no pasó nada.""",0,es
1300173590554464256,This mayer is a complete vile idiot.,"The last time we spoke, you'd just got a '52 Blackguard Telecaster, and that was in some way inspiring you in a different direction…",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,私たちが最後に話したとき、あなたは 52 年製 Blackguard Telecaster を手に入れたばかりで、それがあなたに別の方向へのインスピレーションを与えていたのですね…,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"La última vez que hablamos, acababas de adquirir una Blackguard Telecaster del 52 y eso, de alguna manera, te inspiró en una dirección diferente...",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""Oh, yeah, I just played it the other night…""",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「あ、そうそう、先日遊んだばかりなんですが…」,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Oh, sí, lo jugué la otra noche...""",0,es
1300173590554464256,This mayer is a complete vile idiot.,So do different guitars take you in a different direction writing wise?,0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,では、ギターが違えば作曲の方向性も変わるのでしょうか？,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"Entonces, ¿las diferentes guitarras te llevan en una dirección diferente en cuanto a escritura?",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""Absolutely. In fact I have a whole rig designed just for that guitar. A little Deluxe - an old 'Blackface' [Fender] Deluxe, some really cool delays, a little bit of distortion… There's a beautiful chimey, country-ish eerie record that's in there.""",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「そのとおりです。実際、私はそのギター専用に設計されたリグ全体を持っています。ちょっとしたデラックス - 古い「ブラックフェイス」[フェンダー] デラックス、いくつかの本当にクールなディレイ、少しのディストーション…美しくチャイムのような、カントリーっぽい不気味なものがあります。そこにあるレコードよ。」,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Absolutamente. De hecho, tengo un equipo completo diseñado solo para esa guitarra. Un poco Deluxe: un viejo 'Blackface' [Fender] Deluxe, algunos retrasos realmente geniales, un poco de distorsión... Hay una hermosa campana, espeluznante y country. registro que está ahí.""",0,es
1300173590554464256,This mayer is a complete vile idiot.,"You can hear more Tele-type sounds throughout the whole of the new record - the Rick Turner guitar on Half Of My Heart, for example…",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,新しいレコード全体を通して、より多くのテレタイプのサウンドを聞くことができます。たとえば、「Half Of My Heart」のリック・ターナーのギターです…,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"Puedes escuchar más sonidos tipo Tele a lo largo de todo el nuevo disco: la guitarra de Rick Turner en Half Of My Heart, por ejemplo...",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""Yeah there's something really fun this time out about playing the guitars on the stage that we played on the record; the same guitar with the same pedal that was on the record.",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「そう、今回はレコードで演奏したのと同じギターをステージで演奏する、つまりレコードに収録されていたのと同じギターを同じペダルで演奏するという本当に楽しいことがあるんです。,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Sí, esta vez hay algo realmente divertido en tocar las guitarras en el escenario que tocamos en el disco; la misma guitarra con el mismo pedal que estaba en el disco.",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""They just contribute to this overall harmonic fingerprint that you know is the same as on the record, so there are times when we're playing them when we're, like, Man this is just the record!",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「それらは、レコードと同じであることがわかっているこの全体的な倍音の特徴に貢献しているだけなので、私たちがそれらを演奏しているときに、ああ、これはただのレコードだ！と思うことがあります。,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Simplemente contribuyen a esta huella armónica general que sabes que es la misma que en el disco, así que hay momentos en que los tocamos cuando pensamos, ¡Hombre, esto es solo el disco!",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""Plus there's a strange company that's kept when you are playing the guitar from the album. Y'know, I'm not that far from home right now, 'cos this is the stuff that was with me in LA.""",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「それに、アルバムのギターを弾いているときに、奇妙な仲間がいるのよ。ほら、私は今、家からそれほど遠くないんです。なぜなら、これはLAで私と一緒にいたものだからです。」,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Además, hay una extraña compañía que se mantiene cuando tocas la guitarra del álbum. Ya sabes, no estoy tan lejos de casa en este momento, porque esto es lo que estaba conmigo en Los Ángeles"".",0,es
1300173590554464256,This mayer is a complete vile idiot.,"We were talking with Mike Eldred from the Fender Custom Shop recently, and he was telling me you really like the Cabronita Especial…",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,最近、フェンダーカスタムショップのマイク・エルドレッドと話していて、彼はあなたが本当にカブロニータ・スペシャルが好きだと言っていたのですが…,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,Estuvimos hablando con Mike Eldred de Fender Custom Shop recientemente y me dijo que te gusta mucho la Cabronita Especial…,0,es
1300173590554464256,This mayer is a complete vile idiot.,"""The Cabronita! Yeah I love that guitar. It took me 10 years to… no, more than 10 years, 15 years, to really be able to put a Strat down and play something else. My favourite guitar right now is this Les Paul SG - you know what I'm talking about?""",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「カブロニータ！ そう、あのギターが大好きなんです。本当にストラトを置いて他のものを弾けるようになるまで、10年…いや、10年以上、15年かかりました。今の私のお気に入りのギターは、このレスポールです」 SG - 私が何を言っているか分かりますか？」,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""¡La Cabronita! Sí, me encanta esa guitarra. Me llevó 10 años... no, más de 10 años, 15 años, poder realmente dejar una Stratocaster y tocar otra cosa. Mi guitarra favorita en este momento es esta Les Paul"". SG: ¿sabes de qué estoy hablando?""",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""Yeah, '61 something like that, such a cool guitar.""",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「そうだ、61年製のような、とてもクールなギターだ。」,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Sí, algo así del 61, qué guitarra tan genial"".",0,es
1300173590554464256,This mayer is a complete vile idiot.,"That's a very different vibe for you, compared with the usual Strats?",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,通常のストラトとはかなり雰囲気が違いますね？,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,¿Esa es una vibra muy diferente para ti en comparación con las Stratocaster habituales?,0,es
1300173590554464256,This mayer is a complete vile idiot.,"""Yeah, like I said, I've sort of pulled out of the muscular, kinda' atom bomb guitar playing. It's more fun for me now to… like the lead line in Friends Lovers Or Nothing - I take more pride in having composed that than in having recited an Albert King thing on top of another composition.",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「そう、さっきも言ったように、私は筋肉質で原子爆弾のようなギター演奏から抜け出したんです。今はもっと楽しい…フレンズ・ラヴァーズ・オア・ナッシングのリード・ラインのようなものを作曲したことにもっと誇りを持っています」アルバート・キングの作品を別の曲に重ねて朗読するよりも、,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""Sí, como dije, me he salido de la forma de tocar la guitarra musculosa, como si fuera una bomba atómica. Ahora es más divertido para mí... como la línea principal de Friends Lovers Or Nothing; me siento más orgulloso de haber compuesto eso que haber recitado una cosa de Albert King encima de otra composición.",0,es
1300173590554464256,This mayer is a complete vile idiot.,"""[Sings the melody]. It's really a sweet, sweet melody, it's almost kinda corny, and I really enjoyed double-tracking it for that sort of Harrison-esque tone.""",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「（メロディーを歌う）。本当に甘くて甘いメロディーで、ちょっと陳腐な感じがするけど、ダブルトラックしてハリソン風のトーンにするのがとても楽しかった。」,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""[Canta la melodía]. Es realmente una melodía muy, muy dulce, es casi un poco cursi, y realmente disfruté hacerle una doble pista para lograr ese tipo de tono al estilo Harrison"".",0,es
1300173590554464256,This mayer is a complete vile idiot.,Would you say that's what you're best known for - the melodic riffs and hooks?,0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,それがあなたの最も有名な点、つまりメロディックなリフとフックだと思いますか?,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,¿Dirías que es por eso que eres más conocido: los riffs y ganchos melódicos?,0,es
1300173590554464256,This mayer is a complete vile idiot.,"""I'd like it to be!""",0,en
1300173590554464256,この市長は完全に卑劣な愚か者です。,「そうなってほしいです！」,0,ja
1300173590554464256,Este mayer es un completo idiota vil.,"""¡Me gustaría que así fuera!""",0,es
1300173590554464256,This mayer is a complete vile idiot.,"So then, as someone who clearly continues to aspire to be a great guitar player, do you still feel that pressure to do the guitar hero thing?",0,en
